video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=XxuVc9ji3as&pp=ygUJTWljcm9zb2Z0,/@Microsoft365,Microsoft 365,Microsoft Stream: The Future of Video in Microsoft 365,19K,2 months,"See what's new and coming from Microsoft Stream. In this video, two of Stream's product managers walk us through the roadmap ...",2024-01-29 07:06:44.806695
/watch?v=B2-8wrF9Okc&pp=ygUJTWljcm9zb2Z0,/@MSFTMechanics,Microsoft Mechanics,How Copilot for Microsoft 365 works,369K,8 months,Get an inside look at how large language models (LLMs) work when you connect them to the data in your organization. See what ...,2024-01-29 07:06:44.808716
/watch?v=uUvp0XgE--s&pp=ygUJTWljcm9zb2Z0,/@LeilaGharani,Leila Gharani,How to Use Microsoft To Do & Get Organized!,1M,2 years,Join 400000+ professionals in our courses: https://www.xelplus.com/courses/ Get organized in 2024! Learn how to use Microsoft ...,2024-01-29 07:06:44.810161
/watch?v=Mei3QcQ66Mw&pp=ygUJTWljcm9zb2Z0,/@MicrosoftWindows,Windows,The new Outlook for Windows is here,329K,4 months,The new Outlook for Windows is a free app for Windows users. Easily connect and coordinate your various email accounts and ...,2024-01-29 07:06:44.811029
/watch?v=Bf-dbS9CcRU&pp=ygUJTWljcm9zb2Z0,/@Microsoft,Microsoft,The Future of Work With AI - Microsoft March 2023 Event,1.2M,10 months,A special event with Satya Nadella and Jared Spataro focused on how AI will power a whole new way of working for everyone.,2024-01-29 07:06:44.812369
/watch?v=j0QntTKRCY4&pp=ygUJTWljcm9zb2Z0,/@beatport,Beatport,Game Changers by Microsoft Surface // Nora En Pure - Lake Arnen Gstaad Switzerland | @beatport  Live,7.3M,Streamed 2 years,"We continue our Game Changers series with Microsoft Surface direct from Lake Arnen, Gstaad, Switzerland for a stunning ...",2024-01-29 07:06:44.813263
/watch?v=vww8-z6xMxY&pp=ygUJTWljcm9zb2Z0,/@MicrosoftDeveloper,Microsoft Developer,The future of app development with the Microsoft Power Platform | BRK270HFS,378K,8 months,"Today, developers need to deliver high-quality apps faster than ever before. And Power Platform helps – it supercharges ...",2024-01-29 07:06:44.814098
/watch?v=5rEZGSFgZVY&pp=ygUJTWljcm9zb2Z0,/@MicrosoftWindows,Windows,"Introducing Copilot in Windows 11, new AI tools, and more",1.3M,4 months,"The best Windows ever is getting even better, with brand new ways to make the everyday easier. With nearly 200 new features, ...",2024-01-29 07:06:44.815013
/watch?v=Dub052Mwjo0&pp=ygUJTWljcm9zb2Z0,/@CNET,CNET,Microsoft AI and Surface Event: Everything Revealed in 11 Minutes,344K,4 months,"At Microsoft's AI and Surface event in NY, the company announced a premium Surface Laptop Studio 2, budget Surface Laptop ...",2024-01-29 07:06:44.816348
/watch?v=I_OcnGWCW2A&pp=ygUJTWljcm9zb2Z0,/@xbox,Xbox,Real Pilot Takes Gamer on a check ride in Microsoft Flight Simulator | Expert VS Expert,1M,1 year,Pilot Rachel and Twitch Streamer Dom take to the skies in Microsoft Flight Simulator. See them react as they perform a pilot check ...,2024-01-29 07:06:44.817593
/shorts/yoFHOUmaqQQ,/@GregRenko,Greg Renko,How Microsoft feeds gamepass,43M,1 year,"Shorts Gamepass is the greatest gift to gamers, but will Microsoft ever be able to fully satisfy the gamepass beast they created? lol ...",2024-01-29 07:06:44.818514
/watch?v=q2LhMERBwaw&pp=ygUJTWljcm9zb2Z0,/@AumSum,It's AumSum Time,What if Microsoft Disappeared? + more videos | #aumsum #kids #science #education #children,1.4M,3 years,"What if Microsoft Disappeared? Firstly, Bill Gates, the co-founder of Microsoft, is one of the richest people on earth, if Microsoft ...",2024-01-29 07:06:44.819892
/watch?v=wbJcJCkBcMg&pp=ygUJTWljcm9zb2Z0,/@techteachersandstudents,Technology for Teachers and Students,Excel for Beginners - The Complete Course,3.3M,1 year,This is the beginning Excel course that you've been waiting for! Learn everything you need to effectively use Excel by watching ...,2024-01-29 07:06:44.821173
/watch?v=9DrGcz0oKdo&pp=ygUJTWljcm9zb2Z0,/@LogicallyAnswered,Logically Answered,Microsoft Switched To Google. But They're The Real Winners.,592K,11 months,"Microsoft is not who they used be. Up until the 2010s, they had a massive ego and pride that they were the absolute best company ...",2024-01-29 07:06:44.822402
/watch?v=tKuF_eoA7rU&pp=ygUJTWljcm9zb2Z0,/@your365coach,Scott Brant,Microsoft Loop - A Smarter Way to OneNote?,212K,1 month,"Welcome to Your 365 Coach, where we explore the best of Microsoft 365 to boost your productivity and skills! In today's video, we ...",2024-01-29 07:06:44.823662
/watch?v=VR6M3O8Lnmc&pp=ygUJTWljcm9zb2Z0,/@mohammadfraz,Fraz,Accenture to Microsoft in 5 years | From 3.3 LPA to 55 LPA | Detailed Journey with Roadmap,587K,11 months,"Hello, I am Fraz. I am a Software Engineer at @Google. I have made this channel to help all who are ready to learn, grow, and do ...",2024-01-29 07:06:44.824930
/shorts/H3ix2t4I7UU,/@KevinStratvert,Kevin Stratvert,How to Get Microsoft 365 for FREE,2M,8 months,"This shortcut opens an app on Windows that gives you Microsoft Word, Excel, and PowerPoint for free. You're welcome.",2024-01-29 07:06:44.825894
/watch?v=2qtdGnAXDyk&pp=ygUJTWljcm9zb2Z0,/@NishantChahar11,Nishant Chahar,Which Laptop Did @Microsoft Send me?? 🤔🔥 | Unboxing Microsoft onboarding Equipments! 🔥 ❤️,830K,2 years,"In this video, I have shared the unboxing of my onboarding equipment, i.e the laptop which you get and and a special gift!",2024-01-29 07:06:44.826790
/watch?v=w5yfw6KOD4Q&pp=ygUJTWljcm9zb2Z0,/@electricviking,The Electric Viking,Microsoft AI analysed 33 million candidates to find material to replace lithium,282K,2 weeks,Microsoft AI analysed 33 million candidates to find material to replace lithium Get a 20% discount to Electrify Everything in Sydney ...,2024-01-29 07:06:44.827701
/watch?v=ynFprmVhvs8&pp=ygUHU2VhdHRsZQ%3D%3D,/@fox13seattle,FOX 13 Seattle,"Woman shot, killed in apparent robbery at Tukwila Costco | FOX 13 Seattle",10K,6 hours,Police say a woman was shot and killed in the Tukwila Costco parking lot on Friday. Subscribe to FOX 13 Seattle: ...,2024-01-29 07:07:09.327517
/watch?v=tuSswE-3QOw&pp=ygUHU2VhdHRsZQ%3D%3D,/@TylerOliveira,Tyler Oliveira,I Investigated the City that Banned Police...,8M,1 month,FOLLOW ME ON INSTAGRAM - @tyleroliveiraofficial FOLLOW ME ON TWITTER - @tyleraloevera FOLLOW ME ON TIK TOK ...,2024-01-29 07:07:09.329802
/watch?v=C0LA3uCy3HE&pp=ygUHU2VhdHRsZQ%3D%3D,/@SeahawksBrendonNelson,Seahawks Brendon Nelson,"Mike Macdonald cooks up a masterpiece that gets wasted by his offense, should he come to Seattle?",6K,7 hours,"Lamar, Zay, and Todd owe Mike a new car. Linktree: https://linktr.ee/seahawksbrendonnelson Send a tip: ...",2024-01-29 07:07:09.331490
/watch?v=jRm6WCmIrGM&pp=ygUHU2VhdHRsZQ%3D%3D,/@CityGeek,City Geek,"Seattle Overview | An informative introduction to Seattle, Washington",99K,3 months,"Seattle is arguably the most beautiful city in America. I lived there for a couple years as a child, which really sparked my interest in ...",2024-01-29 07:07:09.333124
/watch?v=QVi775nK4K0&pp=ygUHU2VhdHRsZQ%3D%3D,/@ahomeinSeattle,a home in Seattle,why i live in seattle,5.2K,3 weeks,Bye! A Home in Seattle is powered by Compass.,2024-01-29 07:07:09.335717
/watch?v=1ek2iQ96mKI&pp=ygUHU2VhdHRsZQ%3D%3D,/@TheStreetLens, Figueroa Street Lens ,Exploring Seattle's Aurora Ave,68K,1 month,Exploring Seattle's Aurora Ave.,2024-01-29 07:07:09.337795
/watch?v=Xn6-FyVdjqA&pp=ygUHU2VhdHRsZQ%3D%3D,/@worldwildhearts,World Wild Hearts,"SEATTLE, WA | 10 INCREDIBLE Things to Do in & Around Seattle",378K,1 year,"Seattle is located in the northwest of Washington and is the State's largest city. It's nicknamed the ""Emerald City"" because the ...",2024-01-29 07:07:09.340731
/watch?v=2_ABJTH1qWE&pp=ygUHU2VhdHRsZQ%3D%3D,/channel/UCZFX-EzDNnO--FGP0ZOVbiA,Shordie Shordie,Shordie Shordie & Murda Beatz - Seattle (Official Music Video),4.6M,2 years,Booking: MGMT@shordieshordieofficial.com All business inquiries: MGMT@shordieshordieofficial.com ...,2024-01-29 07:07:09.342752
/watch?v=X6YxSvlntLQ&pp=ygUHU2VhdHRsZQ%3D%3D,/@aliazaita,alia zaita,my seattle guide | EVERYTHING you should EAT + DO in seattle,127K,4 months,"FINALLY!! all the things you need to EAT, SEE and SHOP at in seattle are compiled into one video PS. shoutout to ashley k ...",2024-01-29 07:07:09.345298
/watch?v=sO5-oFuDPEA&pp=ygUHU2VhdHRsZQ%3D%3D,/@ThroughMyLens,Through My Lens,"22 Things to Do in Seattle, Washington",1.6M,5 years,"Seattle is a fun city to visit in the Pacific Northwest and it is full of amazing adventures, shopping, and restaurants. I have been ...",2024-01-29 07:07:09.347999
/watch?v=bpAi70WWBlw&pp=ygUHU2VhdHRsZQ%3D%3D,/@komonews,KOMO News,Seattle is Dying | A KOMO News Documentary,18M,4 years,"Have a news tip? Send it directly to us: Email us: tips@komonews.com Call the Newsroom: 206.404.4000 KOMO News (ABC 4, ...",2024-01-29 07:07:09.350606
/watch?v=pcGmTUHIVMQ&pp=ygUHU2VhdHRsZQ%3D%3D,/@HungryPassport,Hungry Passport,TOP 10 Things to do in SEATTLE - [2023 Travel Guide],105K,1 year,"Here are our top 10 picks (Top 10 Seattle): CHAPTERS: 0:00 Intro 0:27 #10: Seattle Waterfront: Seattle Great Wheel, Seattle ...",2024-01-29 07:07:09.353675
/watch?v=XIeCx9bxBBc&pp=ygUHU2VhdHRsZQ%3D%3D,/@SharingtheRoad,Sharing the Road,Top 10 Things to Do in Seattle | Seattle Travel Guide,227K,1 year,"Hey there description box reader! If you feel so inclined, please consider buying us a coffee or using one of our affiliate links ...",2024-01-29 07:07:09.356289
/watch?v=vK1AQq2Oaag&pp=ygUHU2VhdHRsZQ%3D%3D,/@LivinginSeattleWashington,Living in Seattle Washington,"Don't Move to Seattle,Washington Unless You Can Handle These 6 Things!",98K,8 months,"Are you thinking of moving and buying a house in Seattle, Washington? This video Tova talks about the 6 reasons on WHY ...",2024-01-29 07:07:09.358146
/watch?v=92ISlO9U-84&pp=ygUHU2VhdHRsZQ%3D%3D,/@Expedia,Expedia,Seattle Vacation Travel Guide | Expedia,3M,10 years,Seattle – an evergreen city no stranger to fun and flair! Follow our trip through Seattle and get some tips and inspiration to plan ...,2024-01-29 07:07:09.361087
/watch?v=k-KIxXQde-s&pp=ygUHU2VhdHRsZQ%3D%3D,/@globalexplorer7799,Global Explorer,TOP 15 BEST Things To Do in Seattle Washington (2024) | Travel Guide,43K,9 months,"In this video, we're sharing our top 15 best things to do in Seattle Washington in 2024. From the top tourist attractions to the ...",2024-01-29 07:07:09.363859
/watch?v=xHk2dRFQbdM&pp=ygUHU2VhdHRsZQ%3D%3D,/@fox13seattle,FOX 13 Seattle,West Seattle carjacking victim speaks out after violent encounter | FOX 13 Seattle,5.7K,13 hours,The victim of a violent carjacking in West Seattle is speaking out after multiple people robbed him and stole his car at gunpoint.,2024-01-29 07:07:09.365997
/watch?v=qhlsFDIHe0w&pp=ygUHU2VhdHRsZQ%3D%3D,/@NFL,NFL,Philadelphia Eagles vs. Seattle Seahawks | 2023 Week 15 Game Highlights,2.7M,1 month,#NFL #Football #AmericanFootball.,2024-01-29 07:07:09.367911
/watch?v=JY3dN1rAV1s&pp=ygUHU2VhdHRsZQ%3D%3D,/@KellyLira,Kelly Lira,THE ULTIMATE SEATTLE TRAVEL GUIDE (40+ things to do + tips from a local!),581K,2 years,"The must-see Seattle spots; where to eat, drink, and shop; tips on getting here; and tips on getting around. I hope this helps you ...",2024-01-29 07:07:09.370328
/watch?v=XoeD0O92L04&pp=ygUHU2VhdHRsZQ%3D%3D,/@IslandHopperTV,Island Hopper TV,Seattle Washington Travel Guide: Best Things To Do in Seattle,189K,2 years,"This is a Seattle Washington travel guide from the summer. In this Seattle tour we show you around Pike Place Market, King Street ...",2024-01-29 07:07:09.372283
/watch?v=4ohrR4EGRLc&pp=ygUHU2VhdHRsZQ%3D%3D,/@justpilots747,Just Pilots,Egyptair Boeing 787-9 Cockpit Seattle🇺🇸 to Cairo🇪🇬,35K,16 hours,#pilot #boeing #egyptair.,2024-01-29 07:07:21.965008
/watch?v=46qlAKMQS-I&pp=ygUHU2VhdHRsZQ%3D%3D,/@majorleaguetabletennis,Major League Table Tennis,Major League Table Tennis Week 9 Live Stream | Seattle vs. Portland,1.8K,Streamed 1 day,The battle for the Pacific Northwest heats up as the Jonatan McDonald and the Paddlers host the visiting Seattle Spinners and ...,2024-01-29 07:07:21.966897
/watch?v=s7jSLLQrDpY&pp=ygUHU2VhdHRsZQ%3D%3D,/@Soundwayz,Sound Wayz,[4k] SEATTLE Capitol Hill Walk After Midnight,90,9 hours,Walking Downtown Seattle Capitol Hill Area (After Midnight) on a warm night. Seattle Tourism Video Locations: Downtown Seattle ...,2024-01-29 07:07:21.970109
/watch?v=6D2HviqLzdU&pp=ygUHU2VhdHRsZQ%3D%3D,/@KGWNews8,KGW News,Amtrak service temporarily disrupted between Seattle and Portland,457,3 hours,Rail service between Seattle and Portland is temporarily suspended due to previous weather events causing an unforeseen track ...,2024-01-29 07:07:21.972286
/watch?v=Shj13OKbs_M&pp=ygUHU2VhdHRsZQ%3D%3D,/@BlueJacketsNHL,Columbus Blue Jackets,Zach Werenski and Pascal Vincent preview tonight's matchup against Seattle | Pregame Media (1/28/24),172,6 hours,Zach Werenski and Head Coach Pascal Vincent speak to the media ahead of tonight's matchup against the Seattle Kraken.,2024-01-29 07:07:21.974432
/watch?v=V8X2DEdxcYY&pp=ygUHU2VhdHRsZQ%3D%3D,/@206BenJammin,206BenJammin,Crack Sabbath (set two) @ Sea Monster Lounge (Seattle WA) 1-27-2024,102,15 hours,"Crack Sabbath is: Ron Weinstein - keys, trumpet Keith Lowe - bass Mike Stone - drums Skerik - sax + very special guest NIKKI ...",2024-01-29 07:07:21.976185
/watch?v=KsNxFH0B0BI&pp=ygUHU2VhdHRsZQ%3D%3D,/@HPWalkingTours,HP Walking Tours,Seattle 4K Walking Tour - Captions & Immersive Sound [4K Ultra HD/60fps],109K,1 year,"Visit Seattle on this 4K walking tour. Best with headphones for an immersive experience. ⬇ LINKS (map, etc.) ⬇ Google ...",2024-01-29 07:07:21.978748
/watch?v=3F4Kqek6Aa4&pp=ygUHU2VhdHRsZQ%3D%3D,/@iammrbeat,Mr. Beat,Seattle and Vancouver Compared,1.8M,4 years,"Mr. Beat compares and contrasts Cascadia's two largest cities, Seattle and Vancouver. #geography #compared #cascadia ...",2024-01-29 07:07:21.981330
/watch?v=DwKHJo1TBtE&pp=ygUHU2VhdHRsZQ%3D%3D,/@Expediacomau,Expedia.com.au,Seattle - City Video Guide,393K,10 years,"Seattle, on the coast between Puget Sound and Lake Washington is one of North America's most beautiful cities. In Downtown ...",2024-01-29 07:07:21.983221
/watch?v=q-EFJU5Ojr4&pp=ygUHU2VhdHRsZQ%3D%3D,/@HoodVlogs,HoodVlogs,Welcome to Seattle's Most Notorious Hoods,317K,8 months,00:00 Seattle's most notorious hoods 00:36 The Southend ft ​⁠​⁠@tudamusic 03:59 Seattle's most dangerous corner 05:29 ...,2024-01-29 07:07:21.985928
/watch?v=T6xLdrz2UcU&pp=ygUHU2VhdHRsZQ%3D%3D,/@NFL,NFL,Seattle Seahawks vs. Tennessee Titans Game Highlights | NFL 2023 Week 16,739K,1 month,#NFL #Football #AmericanFootball.,2024-01-29 07:07:21.987834
/watch?v=xyHpdXw-ADM&pp=ygUHU2VhdHRsZQ%3D%3D,/@JaychelAdventure,Jaychel,"The ULTIMATE Weekend in Seattle, Washington - Seattle City Travel Guide",40K,1 year,"Hi Friends!! Join us on our adventure through the beautiful city of Seattle, Washington. This ""Emerald City"" in the Pacific North ...",2024-01-29 07:07:21.989913
/watch?v=AK6NieD82L0&pp=ygUHU2VhdHRsZQ%3D%3D,/@MissMinaOh,Miss Mina,BAKERY TOUR of Greater Seattle - Trying 15 Items! (Part 1),35K,10 days,So excited to go on this Bakery Tour around Greater Seattle! Been on my list of things to film for awhile and it's finally happening ...,2024-01-29 07:07:21.991683
/watch?v=PXj_573PFhU&pp=ygUHU2VhdHRsZQ%3D%3D,/@BigCityyy,Big City BOSS,"Seattle, In The Streets - Episode 4",45K,9 days,Thank you for riding with me Please like and subscribe.,2024-01-29 07:07:21.992769
/watch?v=rEroesj7OAA&pp=ygUHU2VhdHRsZQ%3D%3D,/@komonews,KOMO News,How Seattle Changed the World | A KOMO Documentary,71K,1 year,"Ever wonder what the world would be like without planes, computer software and online shopping? Thanks to progressive Seattle ...",2024-01-29 07:07:34.797835
/watch?v=znZCU6W3yBc&pp=ygUHU2VhdHRsZQ%3D%3D,/@CNBCMakeIt,CNBC Make It,"Living On $27K A Year In Seattle, WA | Millennial Money",226K,9 months,"Chi Baik, 26, lives in Seattle, Washington and earns $27000 a year as a Ph.D. student. Baik used to work as a teacher outside ...",2024-01-29 07:07:34.798949
/watch?v=9KivG2YwtXI&pp=ygUHU2VhdHRsZQ%3D%3D,/@NFL,NFL,Pittsburgh Steelers vs. Seattle Seahawks Game Highlights | NFL 2023 Week 17,1M,4 weeks,#NFL #Football #AmericanFootball.,2024-01-29 07:07:34.799875
/watch?v=TIgK56cAjfY&pp=ygUHU2VhdHRsZQ%3D%3D,/@SecretBaseSBN,Secret Base,The History of the Seattle Mariners: Supercut Edition,4.1M,3 years,A note from Jon: Alex and I have decided to slap all six parts of The History of the Seattle Mariners into one big 3-hour-40 minute ...,2024-01-29 07:07:34.801383
/watch?v=KDCKWfIpnTM&pp=ygUHU2VhdHRsZQ%3D%3D,/@WorldAccordingToBriggs,World According To Briggs,Why Everyone STOPPED moving To Washington.,243K,7 months,"Have you ever thought about moving to Washington State? Over the years, a lot has. Washington is a fantastic state with great ...",2024-01-29 07:07:34.802331
/watch?v=H_QtE5S7eLo&pp=ygUHU2VhdHRsZQ%3D%3D,/@ActionKid,ActionKid,Seattle's Lively Neighborhood : Capitol Hill Walk in April 2023,35K,8 months,"Capitol Hill is a neighborhood in Seattle, Washington, located just east of the city's downtown core. It is known for its diverse ...",2024-01-29 07:07:34.803278
/watch?v=6TZye-behRA&pp=ygUHU2VhdHRsZQ%3D%3D,/@tryguys,The Try Guys,Keith Eats Everything At Pike Place Market,2.2M,7 months,"Keith's back to eat the menu, but this time, it's at Pike Place Market in Seattle, Washington! What will rank as the best of the best ...",2024-01-29 07:07:34.804204
/watch?v=Ps6v4E-Gl6I&pp=ygUHU2VhdHRsZQ%3D%3D,/@UltimateAmbientNoiseSoundzzz,Ultimate Ambient Noise Soundzzz,"🎧 AWESOME SEATTLE CITY RAIN SOUNDS | Ambient Rain Sounds For Sleeping & Relaxation, @Ultizzz day#24",445K,6 years,Seattle City Rain Sounds for Sleeping and Relaxation - Have you ever been to Seattle? It's like rain always falls in that city.,2024-01-29 07:07:34.805151
/watch?v=4tnxU6xk-Nk&pp=ygUHU2VhdHRsZQ%3D%3D,/@fox13seattle,FOX 13 Seattle,Seattle tiny home village forced to relocate | FOX 13 Seattle,14K,7 days,"After more than four years in operation, the tiny home village in Seattle's South Lake Union is no more. Subscribe to FOX 13 ...",2024-01-29 07:07:34.806212
/watch?v=7ka1rd-wJ0o&pp=ygUHU2VhdHRsZQ%3D%3D,/@monicachurchrealtor,Monica Church Seattle Real Estate,The 5 Most Popular Seattle Neighborhoods To Live In (explained by a local),55K,7 months,"In today's video, I am breaking down the top 5 most popular neighborhoods in Seattle to live in. There are SO many great ...",2024-01-29 07:07:34.807112
/watch?v=Q39uIXLh030&pp=ygUHU2VhdHRsZQ%3D%3D,/@jlgroethe,Jeff von Groethe,Seattle I5 Union Street Exit,1.2M,1 year,I was going 25mph around the bend. The cars(drivers) that crashed were distracted or ￼going too fast and hit the barriers before ...,2024-01-29 07:07:34.807917
